バージョン,曲名,難易度,レベル,ノーツレーダー属性
SIRIUS,bloomin' feeling,BEGINNER,2,NOTES
SIRIUS,bloomin' feeling,NORMAL,7,NOTES
SIRIUS,bloomin' feeling,HYPER,9,CHORD
SIRIUS,bloomin' feeling,ANOTHER,11,NOTES
Rootage,BLOSSOM,NORMAL,5,PEAK
Rootage,BLOSSOM,HYPER,8,
Rootage,BLOSSOM,ANOTHER,10,NOTES
CastHour,Blue Bird feat. Kanae Asaba,NORMAL,4,SCRATCH
CastHour,Blue Bird feat. Kanae Asaba,HYPER,6,NOTES
CastHour,Blue Bird feat. Kanae Asaba,ANOTHER,8,NOTES
PENDUAL,BLUE MIRAGE,NORMAL,5,
PENDUAL,BLUE MIRAGE,HYPER,10,NOTES
PENDUAL,BLUE MIRAGE,ANOTHER,12,SCRATCH
DJ TROOPERS,Blue Rain,BEGINNER,2,PEAK
DJ TROOPERS,Blue Rain,NORMAL,6,PEAK
DJ TROOPERS,Blue Rain,HYPER,8,PEAK
DJ TROOPERS,Blue Rain,ANOTHER,11,PEAK
DJ TROOPERS,Blue Rain,LEGGENDARIA,12,PEAK
copula,Blue Spring Express,NORMAL,7,PEAK
copula,Blue Spring Express,HYPER,10,NOTES
copula,Blue Spring Express,ANOTHER,12,PEAK
tricoro,BLUE STRAGGLER,NORMAL,4,NOTES
tricoro,BLUE STRAGGLER,HYPER,7,NOTES
tricoro,BLUE STRAGGLER,ANOTHER,10,NOTES
6th style,Blueberry Stream,NORMAL,5,NOTES
6th style,Blueberry Stream,HYPER,7,PEAK
6th style,Blueberry Stream,ANOTHER,8,PEAK
DistorteD,bluemoon,NORMAL,4,
DistorteD,bluemoon,HYPER,7,
DistorteD,bluemoon,ANOTHER,10,NOTES
Resort Anthem,BLUST OF WIND,NORMAL,5,NOTES
Resort Anthem,BLUST OF WIND,HYPER,8,NOTES
Resort Anthem,BLUST OF WIND,ANOTHER,10,NOTES
CANNON BALLERS,Boomy and The Boost,NORMAL,6,PEAK
CANNON BALLERS,Boomy and The Boost,HYPER,9,NOTES
CANNON BALLERS,Boomy and The Boost,ANOTHER,12,CHORD
Resort Anthem,Bounce Bounce Bounce,NORMAL,5,SCRATCH
Resort Anthem,Bounce Bounce Bounce,HYPER,9,SCRATCH
Resort Anthem,Bounce Bounce Bounce,ANOTHER,11,SCRATCH
10th style,Boundary,NORMAL,4,PEAK
10th style,Boundary,HYPER,9,CHORD
10th style,Boundary,ANOTHER,9,CHORD
HEROIC VERSE,Bow shock!!,NORMAL,4,PEAK
HEROIC VERSE,Bow shock!!,HYPER,9,PEAK
HEROIC VERSE,Bow shock!!,ANOTHER,11,NOTES
BISTROVER,Brahma,NORMAL,6,NOTES
BISTROVER,Brahma,HYPER,8,NOTES
BISTROVER,Brahma,ANOTHER,11,NOTES
SPADA,BRAINSTORM,NORMAL,4,SCRATCH
SPADA,BRAINSTORM,HYPER,10,SCRATCH
SPADA,BRAINSTORM,ANOTHER,11,NOTES
tricoro,BRAVE GLOW,NORMAL,4,SCRATCH
tricoro,BRAVE GLOW,HYPER,8,NOTES
tricoro,BRAVE GLOW,ANOTHER,10,NOTES
SPADA,BRAVE OUT,NORMAL,5,NOTES
SPADA,BRAVE OUT,HYPER,8,NOTES
SPADA,BRAVE OUT,ANOTHER,10,NOTES
CastHour,Brave Spirits,NORMAL,4,NOTES
CastHour,Brave Spirits,HYPER,8,PEAK
CastHour,Brave Spirits,ANOTHER,10,NOTES
SIRIUS,Brazilian Fire,NORMAL,6,
SIRIUS,Brazilian Fire,HYPER,8,
SIRIUS,Brazilian Fire,ANOTHER,9,NOTES
SINOBUZ,BREAK OVER,NORMAL,5,PEAK
SINOBUZ,BREAK OVER,HYPER,9,NOTES
SINOBUZ,BREAK OVER,ANOTHER,11,PEAK
CANNON BALLERS,Break Stasis,NORMAL,6,NOTES
CANNON BALLERS,Break Stasis,HYPER,9,NOTES
CANNON BALLERS,Break Stasis,ANOTHER,10,NOTES
BISTROVER,Breakin' Rules,NORMAL,6,NOTES
BISTROVER,Breakin' Rules,HYPER,9,NOTES
BISTROVER,Breakin' Rules,ANOTHER,11,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",NORMAL,5,
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",HYPER,8,
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",ANOTHER,11,NOTES
Resort Anthem,Breaking the ground,NORMAL,5,NOTES
Resort Anthem,Breaking the ground,HYPER,8,CHORD
Resort Anthem,Breaking the ground,ANOTHER,10,CHORD
IIDX RED,BREATH,NORMAL,6,PEAK
IIDX RED,BREATH,HYPER,7,NOTES
IIDX RED,BREATH,ANOTHER,10,PEAK
9th style,BREEDING,NORMAL,4,
9th style,BREEDING,HYPER,6,
9th style,BREEDING,ANOTHER,7,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,NORMAL,4,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,HYPER,7,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,ANOTHER,9,CHORD
9th style,BRIGHTNESS DARKNESS,NORMAL,4,PEAK
9th style,BRIGHTNESS DARKNESS,HYPER,8,
9th style,BRIGHTNESS DARKNESS,ANOTHER,9,PEAK
1st&substream,BRILLIANT 2U,NORMAL,3,
1st&substream,BRILLIANT 2U,HYPER,4,
1st&substream,BRILLIANT 2U,ANOTHER,4,PEAK
7th style,BRING HER DOWN,NORMAL,5,
7th style,BRING HER DOWN,HYPER,7,
7th style,BRING HER DOWN,ANOTHER,9,NOTES
Pinky Crush,Bring The Fire,NORMAL,6,NOTES
Pinky Crush,Bring The Fire,HYPER,9,NOTES
Pinky Crush,Bring The Fire,ANOTHER,12,NOTES
SINOBUZ,BroGamer,NORMAL,7,NOTES
SINOBUZ,BroGamer,HYPER,9,SCRATCH
SINOBUZ,BroGamer,ANOTHER,11,CHORD
SINOBUZ,BroGamer,LEGGENDARIA,12,CHORD
Resort Anthem,Broken,NORMAL,5,PEAK
Resort Anthem,Broken,HYPER,9,NOTES
Resort Anthem,Broken,ANOTHER,12,PEAK
Resort Anthem,BROKEN EDEN,NORMAL,6,
Resort Anthem,BROKEN EDEN,HYPER,9,NOTES
Resort Anthem,BROKEN EDEN,ANOTHER,11,NOTES
4th style,Broken My Heart,NORMAL,5,NOTES
4th style,Broken My Heart,HYPER,7,NOTES
4th style,Broken My Heart,ANOTHER,9,NOTES
PENDUAL,Broken Sword,NORMAL,7,PEAK
PENDUAL,Broken Sword,HYPER,10,
PENDUAL,Broken Sword,ANOTHER,12,NOTES
6th style,Buffalo,NORMAL,5,PEAK
6th style,Buffalo,HYPER,7,NOTES
6th style,Buffalo,ANOTHER,10,SCRATCH
BISTROVER,Burning Flame,NORMAL,6,NOTES
BISTROVER,Burning Flame,HYPER,9,NOTES
BISTROVER,Burning Flame,ANOTHER,11,NOTES
BISTROVER,Burning Flame,LEGGENDARIA,12,NOTES
RESIDENT,Caldwell 99,NORMAL,6,NOTES
RESIDENT,Caldwell 99,HYPER,9,NOTES
RESIDENT,Caldwell 99,ANOTHER,11,NOTES
7th style,Burning Heat! (Full Option Mix),NORMAL,4,PEAK
7th style,Burning Heat! (Full Option Mix),HYPER,5,PEAK
7th style,Burning Heat! (Full Option Mix),ANOTHER,7,PEAK
7th style,Burning Heat! (Full Option Mix),LEGGENDARIA,10,PEAK
RESIDENT,C-C-C-N-N-N,NORMAL,5,NOTES
RESIDENT,C-C-C-N-N-N,HYPER,9,PEAK
RESIDENT,C-C-C-N-N-N,ANOTHER,11,CHORD
EPOLIS,CADENZA,NORMAL,7,NOTES
EPOLIS,CADENZA,HYPER,10,NOTES
EPOLIS,CADENZA,ANOTHER,12,NOTES
INFINITAS,CALDERA,NORMAL,7,
INFINITAS,CALDERA,HYPER,10,
INFINITAS,CALDERA,ANOTHER,11,SCRATCH
Lincle,CALL,NORMAL,2,PEAK
Lincle,CALL,HYPER,5,PEAK
Lincle,CALL,ANOTHER,8,PEAK
Lincle,CALL,LEGGENDARIA,11,CHARGE
HEROIC VERSE,Calvados Queen,NORMAL,5,PEAK
HEROIC VERSE,Calvados Queen,HYPER,8,NOTES
HEROIC VERSE,Calvados Queen,ANOTHER,10,CHORD
3rd style,CAN'T STOP FALLIN'IN LOVE,NORMAL,4,PEAK
3rd style,CAN'T STOP FALLIN'IN LOVE,HYPER,8,PEAK
GOLD,Candy Galy,NORMAL,7,NOTES
GOLD,Candy Galy,HYPER,10,NOTES
GOLD,Candy Galy,ANOTHER,12,NOTES
GOLD,CaptivAte～誓い～,NORMAL,6,NOTES
GOLD,CaptivAte～誓い～,HYPER,9,NOTES
GOLD,CaptivAte～誓い～,ANOTHER,10,PEAK
HAPPY SKY,CaptivAte～浄化～,NORMAL,5,PEAK
HAPPY SKY,CaptivAte～浄化～,HYPER,9,PEAK
HAPPY SKY,CaptivAte～浄化～,ANOTHER,11,CHORD
GOLD,CaptivAte～裁き～,BEGINNER,3,PEAK
GOLD,CaptivAte～裁き～,NORMAL,6,NOTES
GOLD,CaptivAte～裁き～,HYPER,8,PEAK
GOLD,CaptivAte～裁き～,ANOTHER,9,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),NORMAL,6,
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),HYPER,8,NOTES
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),ANOTHER,10,CHORD
EMPRESS,CaptivAte2～覚醒～,BEGINNER,1,PEAK
EMPRESS,CaptivAte2～覚醒～,NORMAL,6,PEAK
EMPRESS,CaptivAte2～覚醒～,HYPER,9,PEAK
EMPRESS,CaptivAte2～覚醒～,ANOTHER,11,PEAK
EMPRESS,CaptivAte2～覚醒～,LEGGENDARIA,12,PEAK
Rootage,Carmina,BEGINNER,3,PEAK
Rootage,Carmina,NORMAL,6,CHARGE
Rootage,Carmina,HYPER,10,NOTES
Rootage,Carmina,ANOTHER,12,CHARGE
INFINITAS,CARNIVOROUS,NORMAL,5,NOTES
INFINITAS,CARNIVOROUS,HYPER,8,
INFINITAS,CARNIVOROUS,ANOTHER,11,NOTES
Rootage,Carry Me Away,BEGINNER,3,NOTES
Rootage,Carry Me Away,NORMAL,7,PEAK
Rootage,Carry Me Away,HYPER,9,NOTES
Rootage,Carry Me Away,ANOTHER,12,NOTES
Lincle,Castle on the Moon,NORMAL,4,NOTES
Lincle,Castle on the Moon,HYPER,9,NOTES
Lincle,Castle on the Moon,ANOTHER,11,NOTES
HAPPY SKY,Catch Me,NORMAL,5,PEAK
HAPPY SKY,Catch Me,HYPER,8,SCRATCH
HAPPY SKY,Catch Me,ANOTHER,10,SCRATCH
Rootage,Catch Our Fire!,NORMAL,6,NOTES
Rootage,Catch Our Fire!,HYPER,10,NOTES
Rootage,Catch Our Fire!,ANOTHER,12,NOTES
SINOBUZ,Caterpillar,NORMAL,6,PEAK
SINOBUZ,Caterpillar,HYPER,10,NOTES
SINOBUZ,Caterpillar,ANOTHER,12,SCRATCH
8th style,CELEBRATE NITE,NORMAL,5,NOTES
8th style,CELEBRATE NITE,HYPER,6,NOTES
8th style,CELEBRATE NITE,ANOTHER,8,NOTES
8th style,CELEBRATE NITE,LEGGENDARIA,10,NOTES
copula,Central Station,NORMAL,5,NOTES
copula,Central Station,HYPER,8,NOTES
copula,Central Station,ANOTHER,10,NOTES
PENDUAL,Chain of pain,NORMAL,4,PEAK
PENDUAL,Chain of pain,HYPER,8,PEAK
PENDUAL,Chain of pain,ANOTHER,10,PEAK
Lincle,Change the World,NORMAL,5,NOTES
Lincle,Change the World,HYPER,7,NOTES
Lincle,Change the World,ANOTHER,9,NOTES
HEROIC VERSE,Change Yourself,NORMAL,5,PEAK
HEROIC VERSE,Change Yourself,HYPER,9,PEAK
HEROIC VERSE,Change Yourself,ANOTHER,11,NOTES
copula,chaos eater -IIDX edition-,NORMAL,5,
copula,chaos eater -IIDX edition-,HYPER,9,NOTES
copula,chaos eater -IIDX edition-,ANOTHER,11,PEAK
Pinky Crush,CHAOTIC SUNBIRD,NORMAL,6,
Pinky Crush,CHAOTIC SUNBIRD,HYPER,9,NOTES
Pinky Crush,CHAOTIC SUNBIRD,ANOTHER,11,NOTES
RESIDENT,Chaotoxin,NORMAL,5,PEAK
RESIDENT,Chaotoxin,HYPER,9,PEAK
RESIDENT,Chaotoxin,ANOTHER,12,PEAK
CANNON BALLERS,ChaserXX,NORMAL,6,NOTES
CANNON BALLERS,ChaserXX,HYPER,9,NOTES
CANNON BALLERS,ChaserXX,ANOTHER,11,NOTES
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,NORMAL,5,
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,HYPER,7,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,ANOTHER,10,PEAK
4th style,CHECKING YOU OUT,NORMAL,7,SCRATCH
4th style,CHECKING YOU OUT,HYPER,9,SCRATCH
4th style,CHECKING YOU OUT,ANOTHER,11,SCRATCH
EPOLIS,Chemical Colours,NORMAL,5,SCRATCH
EPOLIS,Chemical Colours,HYPER,9,NOTES
EPOLIS,Chemical Colours,ANOTHER,11,NOTES
CANNON BALLERS,Chemical Cookie,NORMAL,5,NOTES
CANNON BALLERS,Chemical Cookie,HYPER,8,NOTES
CANNON BALLERS,Chemical Cookie,ANOTHER,10,NOTES
BISTROVER,Chewingood!!!,BEGINNER,1,PEAK
BISTROVER,Chewingood!!!,NORMAL,4,PEAK
BISTROVER,Chewingood!!!,HYPER,7,NOTES
BISTROVER,Chewingood!!!,ANOTHER,10,NOTES
SIRIUS,Chocolate Dancing,NORMAL,3,
SIRIUS,Chocolate Dancing,HYPER,5,
SIRIUS,Chocolate Dancing,ANOTHER,7,NOTES
INFINITAS,CHOCOLATE PHILOSOPHY,NORMAL,4,
INFINITAS,CHOCOLATE PHILOSOPHY,HYPER,7,
INFINITAS,CHOCOLATE PHILOSOPHY,ANOTHER,10,CHARGE
INFINITAS,Chocolate Planet,NORMAL,4,
INFINITAS,Chocolate Planet,HYPER,8,
INFINITAS,Chocolate Planet,ANOTHER,10,CHORD
INFINITAS,Chocolate Planet,LEGGENDARIA,11,CHARGE
PENDUAL,chrono diver -fragment-,NORMAL,3,PEAK
PENDUAL,chrono diver -fragment-,HYPER,6,
PENDUAL,chrono diver -fragment-,ANOTHER,9,CHORD
PENDUAL,chrono diver -fragment-,LEGGENDARIA,10,CHORD
PENDUAL,CHRONO DIVER -NORNIR-,NORMAL,5,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,HYPER,9,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,ANOTHER,11,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,LEGGENDARIA,12,CHORD
PENDUAL,Chrono Diver -PENDULUMs-,NORMAL,7,NOTES
PENDUAL,Chrono Diver -PENDULUMs-,HYPER,11,PEAK
PENDUAL,Chrono Diver -PENDULUMs-,ANOTHER,12,NOTES
PENDUAL,Chronos,NORMAL,5,PEAK
PENDUAL,Chronos,HYPER,8,PEAK
PENDUAL,Chronos,ANOTHER,11,CHARGE
INFINITAS,Chronoxia,NORMAL,6,
INFINITAS,Chronoxia,HYPER,10,
INFINITAS,Chronoxia,ANOTHER,12,NOTES
PENDUAL,cinder,NORMAL,5,PEAK
PENDUAL,cinder,HYPER,9,NOTES
PENDUAL,cinder,ANOTHER,12,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),NORMAL,7,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),HYPER,9,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),ANOTHER,11,CHORD
SPADA,Claiomh Solais,NORMAL,2,PEAK
SPADA,Claiomh Solais,HYPER,6,CHORD
SPADA,Claiomh Solais,ANOTHER,9,CHORD
SPADA,Cleopatrysm,NORMAL,4,NOTES
SPADA,Cleopatrysm,HYPER,8,NOTES
SPADA,Cleopatrysm,ANOTHER,11,PEAK
4th style,Clione,NORMAL,4,PEAK
4th style,Clione,HYPER,5,PEAK
4th style,Clione,ANOTHER,9,PEAK
4th style,Clione,LEGGENDARIA,11,CHARGE
INFINITAS,Clione (Ryu☆ Remix),NORMAL,5,
INFINITAS,Clione (Ryu☆ Remix),HYPER,8,PEAK
INFINITAS,Clione (Ryu☆ Remix),ANOTHER,10,CHARGE
IIDX RED,Close my Eyes for Me,NORMAL,5,SCRATCH
IIDX RED,Close my Eyes for Me,HYPER,8,SCRATCH
IIDX RED,Close my Eyes for Me,ANOTHER,9,SCRATCH
SPADA,Close the World feat.a☆ru,NORMAL,5,NOTES
SPADA,Close the World feat.a☆ru,HYPER,10,NOTES
SPADA,Close the World feat.a☆ru,ANOTHER,12,NOTES
SPADA,Close the World feat.a☆ru,LEGGENDARIA,12,NOTES
7th style,CLOUDY MUSIC,NORMAL,5,
7th style,CLOUDY MUSIC,HYPER,7,PEAK
Rootage,CODE:0,NORMAL,5,NOTES
Rootage,CODE:0,HYPER,9,NOTES
Rootage,CODE:0,ANOTHER,11,SCRATCH
copula,CODE:1 [revision1.0.1],NORMAL,5,NOTES
copula,CODE:1 [revision1.0.1],HYPER,9,NOTES
copula,CODE:1 [revision1.0.1],ANOTHER,12,NOTES
INFINITAS,Cold Moon,NORMAL,6,
INFINITAS,Cold Moon,HYPER,9,
INFINITAS,Cold Moon,ANOTHER,11,CHORD
EMPRESS,Colorful Cookie,BEGINNER,3,NOTES
EMPRESS,Colorful Cookie,NORMAL,5,PEAK
EMPRESS,Colorful Cookie,HYPER,10,CHORD
EMPRESS,Colorful Cookie,ANOTHER,12,PEAK
6th style,Colors (radio edit),NORMAL,6,NOTES
6th style,Colors (radio edit),HYPER,9,NOTES
6th style,Colors (radio edit),ANOTHER,12,PEAK
8th style,Colors -Y&Co. Eurobeat Remix-,NORMAL,5,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,HYPER,9,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,ANOTHER,10,NOTES
PENDUAL,COLOSSEUM,NORMAL,4,
PENDUAL,COLOSSEUM,HYPER,7,NOTES
PENDUAL,COLOSSEUM,ANOTHER,11,CHORD
Rootage,CoMAAAAAAA,NORMAL,6,NOTES
Rootage,CoMAAAAAAA,HYPER,9,NOTES
Rootage,CoMAAAAAAA,ANOTHER,10,CHORD
tricoro,CONCEPTUAL,NORMAL,5,NOTES
tricoro,CONCEPTUAL,HYPER,7,
tricoro,CONCEPTUAL,ANOTHER,11,NOTES
DistorteD,Concertino in Blue,BEGINNER,2,SOF-LAN
DistorteD,Concertino in Blue,NORMAL,5,SOF-LAN
DistorteD,Concertino in Blue,HYPER,10,SOF-LAN
DistorteD,Concertino in Blue,ANOTHER,12,SOF-LAN
INFINITAS,concon,NORMAL,5,
INFINITAS,concon,HYPER,8,
INFINITAS,concon,ANOTHER,10,NOTES
INFINITAS,concon,LEGGENDARIA,12,PEAK
tricoro,Confiserie,NORMAL,5,NOTES
tricoro,Confiserie,HYPER,10,NOTES
tricoro,Confiserie,ANOTHER,12,PEAK
BISTROVER,CONNECT-,NORMAL,5,
BISTROVER,CONNECT-,HYPER,9,NOTES
BISTROVER,CONNECT-,ANOTHER,11,NOTES
tricoro,connective,NORMAL,2,PEAK
tricoro,connective,HYPER,6,NOTES
tricoro,connective,ANOTHER,8,NOTES
DistorteD,CONTRACT,NORMAL,9,PEAK
DistorteD,CONTRACT,HYPER,10,NOTES
DistorteD,CONTRACT,ANOTHER,11,NOTES
DistorteD,CONTRACT,LEGGENDARIA,12,PEAK
tricoro,Cookie Bouquets,NORMAL,5,PEAK
tricoro,Cookie Bouquets,HYPER,9,NOTES
tricoro,Cookie Bouquets,ANOTHER,11,CHORD
PENDUAL,Cosmic Cat,NORMAL,6,NOTES
PENDUAL,Cosmic Cat,HYPER,9,PEAK
PENDUAL,Cosmic Cat,ANOTHER,11,PEAK
PENDUAL,Cosmic Cat,LEGGENDARIA,12,CHORD
Rootage,COSMIC CYBER,NORMAL,5,NOTES
Rootage,COSMIC CYBER,HYPER,9,NOTES
Rootage,COSMIC CYBER,ANOTHER,11,NOTES
BISTROVER,COSMIC RAY,NORMAL,7,NOTES
BISTROVER,COSMIC RAY,HYPER,10,NOTES
BISTROVER,COSMIC RAY,ANOTHER,12,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,NORMAL,4,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,HYPER,7,
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,ANOTHER,9,CHORD
INFINITAS,Cosy Catastrophe,NORMAL,5,
INFINITAS,Cosy Catastrophe,HYPER,10,
INFINITAS,Cosy Catastrophe,ANOTHER,12,SCRATCH
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,NORMAL,4,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,HYPER,7,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,ANOTHER,10,CHORD
9th style,Cradle,NORMAL,5,PEAK
9th style,Cradle,HYPER,8,PEAK
9th style,Cradle,ANOTHER,10,PEAK
Rootage,Cranberry City ft. Luschel,NORMAL,5,NOTES
Rootage,Cranberry City ft. Luschel,HYPER,8,NOTES
Rootage,Cranberry City ft. Luschel,ANOTHER,10,NOTES
HEROIC VERSE,Crank It,NORMAL,4,PEAK
HEROIC VERSE,Crank It,HYPER,7,NOTES
HEROIC VERSE,Crank It,ANOTHER,9,CHORD
BISTROVER,Crazy Jackpot,NORMAL,5,NOTES
BISTROVER,Crazy Jackpot,HYPER,9,NOTES
BISTROVER,Crazy Jackpot,ANOTHER,11,NOTES
SINOBUZ,crew,NORMAL,3,PEAK
SINOBUZ,crew,HYPER,8,NOTES
SINOBUZ,crew,ANOTHER,11,NOTES
SPADA,Critical Crystal,BEGINNER,1,PEAK
SPADA,Critical Crystal,NORMAL,6,PEAK
SPADA,Critical Crystal,HYPER,8,NOTES
SPADA,Critical Crystal,ANOTHER,11,PEAK
INFINITAS,Cross Fire,NORMAL,6,
INFINITAS,Cross Fire,HYPER,10,
INFINITAS,Cross Fire,ANOTHER,12,NOTES
GOLD,CROSSROAD ～Left Story～,NORMAL,5,
GOLD,CROSSROAD ～Left Story～,HYPER,8,NOTES
GOLD,CROSSROAD ～Left Story～,ANOTHER,10,CHORD
RESIDENT,CUE CUE RESCUE,BEGINNER,3,NOTES
RESIDENT,CUE CUE RESCUE,NORMAL,5,NOTES
RESIDENT,CUE CUE RESCUE,HYPER,8,NOTES
RESIDENT,CUE CUE RESCUE,ANOTHER,10,NOTES
EPOLIS,Cult Invitation,NORMAL,6,SCRATCH
EPOLIS,Cult Invitation,HYPER,10,SCRATCH
EPOLIS,Cult Invitation,ANOTHER,12,SCRATCH
GOLD,Cyber Force,NORMAL,5,NOTES
GOLD,Cyber Force,HYPER,9,NOTES
GOLD,Cyber Force,ANOTHER,10,NOTES
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,NORMAL,5,SCRATCH
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,HYPER,9,PEAK
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,ANOTHER,10,PEAK
SINOBUZ,Cyber True Color,NORMAL,5,SCRATCH
SINOBUZ,Cyber True Color,HYPER,9,PEAK
SINOBUZ,Cyber True Color,ANOTHER,11,PEAK
INFINITAS,CyberConnect,NORMAL,4,
INFINITAS,CyberConnect,HYPER,7,
INFINITAS,CyberConnect,ANOTHER,10,NOTES
SIRIUS,D,NORMAL,8,SOF-LAN
SIRIUS,D,HYPER,10,SOF-LAN
SIRIUS,D,ANOTHER,11,SOF-LAN
IIDX RED,D.A.N.C.E.!,NORMAL,3,SCRATCH
IIDX RED,D.A.N.C.E.!,HYPER,5,PEAK
IIDX RED,D.A.N.C.E.!,ANOTHER,10,PEAK
DistorteD,D.C.fish,NORMAL,5,NOTES
DistorteD,D.C.fish,HYPER,9,PEAK
DistorteD,D.C.fish,ANOTHER,11,PEAK
7th style,D2R,NORMAL,5,SCRATCH
7th style,D2R,HYPER,6,NOTES
7th style,D2R,ANOTHER,8,NOTES
EPOLIS,Dahlia,NORMAL,6,PEAK
EPOLIS,Dahlia,HYPER,10,PEAK
EPOLIS,Dahlia,ANOTHER,12,PEAK
copula,Daily Lunch Special,NORMAL,6,NOTES
copula,Daily Lunch Special,HYPER,9,NOTES
copula,Daily Lunch Special,ANOTHER,11,CHARGE
copula,Damage Per Second,NORMAL,4,NOTES
copula,Damage Per Second,HYPER,7,NOTES
copula,Damage Per Second,ANOTHER,9,NOTES
copula,Damage Per Second,LEGGENDARIA,10,CHORD
8th style,DANCER,NORMAL,4,
8th style,DANCER,HYPER,5,
8th style,DANCER,ANOTHER,7,PEAK
Resort Anthem,Dances with Snow Fairies,NORMAL,7,NOTES
Resort Anthem,Dances with Snow Fairies,HYPER,10,NOTES
Resort Anthem,Dances with Snow Fairies,ANOTHER,12,PEAK
2nd style,Dancin' Into The Night,NORMAL,2,PEAK
2nd style,Dancin' Into The Night,HYPER,3,PEAK
HEROIC VERSE,Dans la nuit de l'eternite,NORMAL,7,NOTES
HEROIC VERSE,Dans la nuit de l'eternite,HYPER,10,PEAK
HEROIC VERSE,Dans la nuit de l'eternite,ANOTHER,12,PEAK
BISTROVER,Danza Aestas,NORMAL,5,NOTES
BISTROVER,Danza Aestas,HYPER,8,NOTES
BISTROVER,Danza Aestas,ANOTHER,11,NOTES
SPADA,DARK LEGACY,NORMAL,6,PEAK
SPADA,DARK LEGACY,HYPER,9,PEAK
SPADA,DARK LEGACY,ANOTHER,12,CHORD
DJ TROOPERS,Darling my LUV,NORMAL,4,SCRATCH
DJ TROOPERS,Darling my LUV,HYPER,6,SCRATCH
DJ TROOPERS,Darling my LUV,ANOTHER,8,PEAK
Rootage,dAuntl3ss,NORMAL,6,NOTES
Rootage,dAuntl3ss,HYPER,10,NOTES
Rootage,dAuntl3ss,ANOTHER,12,NOTES
BISTROVER,Dawn Saga,NORMAL,5,
BISTROVER,Dawn Saga,HYPER,9,NOTES
BISTROVER,Dawn Saga,ANOTHER,11,CHARGE
tricoro,DAY DREAM,NORMAL,5,SOF-LAN
tricoro,DAY DREAM,HYPER,10,SOF-LAN
tricoro,DAY DREAM,ANOTHER,12,SOF-LAN
EPOLIS,DAZZLE ATTACK,BEGINNER,3,
EPOLIS,DAZZLE ATTACK,NORMAL,5,
EPOLIS,DAZZLE ATTACK,HYPER,8,NOTES
EPOLIS,DAZZLE ATTACK,ANOTHER,11,CHORD
DJ TROOPERS,Dazzlin' Darlin,BEGINNER,2,SCRATCH
DJ TROOPERS,Dazzlin' Darlin,NORMAL,4,PEAK
DJ TROOPERS,Dazzlin' Darlin,HYPER,7,PEAK
DJ TROOPERS,Dazzlin' Darlin,ANOTHER,10,CHORD
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,NORMAL,4,PEAK
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,HYPER,8,NOTES
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,ANOTHER,10,NOTES
CANNON BALLERS,DEADHEAT,NORMAL,6,NOTES
CANNON BALLERS,DEADHEAT,HYPER,10,SCRATCH
CANNON BALLERS,DEADHEAT,ANOTHER,12,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,NORMAL,7,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,HYPER,10,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,ANOTHER,12,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,LEGGENDARIA,12,NOTES/CHORD
10th style,Debtty Daddy,NORMAL,5,
10th style,Debtty Daddy,HYPER,9,NOTES
