バージョン,曲名,難易度,レベル,ノーツレーダー属性
copula,Blue Spring Express,HYPER,10,NOTES
copula,Blue Spring Express,ANOTHER,12,NOTES
tricoro,BLUE STRAGGLER,NORMAL,4,NOTES
tricoro,BLUE STRAGGLER,HYPER,8,NOTES
tricoro,BLUE STRAGGLER,ANOTHER,10,PEAK
6th style,Blueberry Stream,NORMAL,7,PEAK
6th style,Blueberry Stream,HYPER,9,PEAK
6th style,Blueberry Stream,ANOTHER,10,PEAK
DistorteD,bluemoon,NORMAL,5,PEAK
DistorteD,bluemoon,HYPER,10,NOTES
DistorteD,bluemoon,ANOTHER,11,PEAK
Resort Anthem,BLUST OF WIND,NORMAL,5,NOTES
Resort Anthem,BLUST OF WIND,HYPER,8,NOTES
Resort Anthem,BLUST OF WIND,ANOTHER,10,CHORD
CANNON BALLERS,Boomy and The Boost,NORMAL,6,PEAK
CANNON BALLERS,Boomy and The Boost,HYPER,9,NOTES
CANNON BALLERS,Boomy and The Boost,ANOTHER,12,CHORD
Resort Anthem,Bounce Bounce Bounce,NORMAL,5,SCRATCH
Resort Anthem,Bounce Bounce Bounce,HYPER,9,SCRATCH
Resort Anthem,Bounce Bounce Bounce,ANOTHER,11,SCRATCH
10th style,Boundary,NORMAL,5,PEAK
10th style,Boundary,HYPER,9,CHORD
10th style,Boundary,ANOTHER,9,CHORD
HEROIC VERSE,Bow shock!!,NORMAL,4,PEAK
HEROIC VERSE,Bow shock!!,HYPER,9,NOTES
HEROIC VERSE,Bow shock!!,ANOTHER,11,NOTES
BISTROVER,Brahma,NORMAL,6,PEAK
BISTROVER,Brahma,HYPER,8,NOTES
BISTROVER,Brahma,ANOTHER,11,NOTES
SPADA,BRAINSTORM,NORMAL,6,SCRATCH
SPADA,BRAINSTORM,HYPER,10,CHORD
SPADA,BRAINSTORM,ANOTHER,12,NOTES
tricoro,BRAVE GLOW,NORMAL,4,NOTES
tricoro,BRAVE GLOW,HYPER,8,PEAK
tricoro,BRAVE GLOW,ANOTHER,10,CHORD
SPADA,BRAVE OUT,NORMAL,5,PEAK
SPADA,BRAVE OUT,HYPER,9,NOTES
SPADA,BRAVE OUT,ANOTHER,11,NOTES
CastHour,Brave Spirits,NORMAL,4,NOTES
CastHour,Brave Spirits,HYPER,8,PEAK
CastHour,Brave Spirits,ANOTHER,10,NOTES
SIRIUS,Brazilian Fire,NORMAL,4,
SIRIUS,Brazilian Fire,HYPER,7,PEAK
SIRIUS,Brazilian Fire,ANOTHER,9,CHORD
SINOBUZ,BREAK OVER,NORMAL,5,PEAK
SINOBUZ,BREAK OVER,HYPER,8,PEAK
SINOBUZ,BREAK OVER,ANOTHER,11,PEAK
CANNON BALLERS,Break Stasis,NORMAL,6,NOTES
CANNON BALLERS,Break Stasis,HYPER,9,NOTES
CANNON BALLERS,Break Stasis,ANOTHER,10,NOTES
BISTROVER,Breakin' Rules,NORMAL,7,NOTES
BISTROVER,Breakin' Rules,HYPER,10,NOTES
BISTROVER,Breakin' Rules,ANOTHER,12,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",NORMAL,5,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",HYPER,8,NOTES
tricoro,"Breaking Dawn feat. NO+CHIN, AYANO",ANOTHER,11,NOTES
Resort Anthem,Breaking the ground,NORMAL,5,PEAK
Resort Anthem,Breaking the ground,HYPER,8,PEAK
Resort Anthem,Breaking the ground,ANOTHER,10,CHORD
IIDX RED,BREATH,NORMAL,5,PEAK
IIDX RED,BREATH,HYPER,8,NOTES
IIDX RED,BREATH,ANOTHER,10,PEAK
9th style,BREEDING,NORMAL,5,PEAK
9th style,BREEDING,HYPER,6,
9th style,BREEDING,ANOTHER,6,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,NORMAL,5,PEAK
EMPRESS,BRIDAL FESTIVAL !!!,HYPER,8,NOTES
EMPRESS,BRIDAL FESTIVAL !!!,ANOTHER,9,PEAK
9th style,BRIGHTNESS DARKNESS,NORMAL,3,PEAK
9th style,BRIGHTNESS DARKNESS,HYPER,8,PEAK
9th style,BRIGHTNESS DARKNESS,ANOTHER,10,PEAK
1st&substream,BRILLIANT 2U,NORMAL,3,
1st&substream,BRILLIANT 2U,HYPER,5,PEAK
7th style,BRING HER DOWN,NORMAL,7,NOTES
7th style,BRING HER DOWN,HYPER,10,
Pinky Crush,Bring The Fire,NORMAL,6,NOTES
Pinky Crush,Bring The Fire,HYPER,9,NOTES
Pinky Crush,Bring The Fire,ANOTHER,12,NOTES
SINOBUZ,BroGamer,NORMAL,7,PEAK
SINOBUZ,BroGamer,HYPER,9,SCRATCH
SINOBUZ,BroGamer,ANOTHER,11,SCRATCH
SINOBUZ,BroGamer,LEGGENDARIA,12,CHORD
Resort Anthem,Broken,NORMAL,5,PEAK
Resort Anthem,Broken,HYPER,9,NOTES
Resort Anthem,Broken,ANOTHER,12,PEAK
Resort Anthem,BROKEN EDEN,NORMAL,6,PEAK
Resort Anthem,BROKEN EDEN,HYPER,10,NOTES
Resort Anthem,BROKEN EDEN,ANOTHER,11,NOTES
4th style,Broken My Heart,NORMAL,4,PEAK
4th style,Broken My Heart,HYPER,7,NOTES
4th style,Broken My Heart,ANOTHER,10,NOTES
PENDUAL,Broken Sword,NORMAL,6,PEAK
PENDUAL,Broken Sword,HYPER,9,CHORD
PENDUAL,Broken Sword,ANOTHER,12,NOTES
6th style,Buffalo,NORMAL,4,PEAK
6th style,Buffalo,HYPER,8,NOTES
6th style,Buffalo,ANOTHER,10,SCRATCH
BISTROVER,Burning Flame,NORMAL,6,PEAK
BISTROVER,Burning Flame,HYPER,9,NOTES
BISTROVER,Burning Flame,ANOTHER,11,NOTES
BISTROVER,Burning Flame,LEGGENDARIA,12,PEAK
RESIDENT,Caldwell 99,NORMAL,6,NOTES
RESIDENT,Caldwell 99,HYPER,9,NOTES
RESIDENT,Caldwell 99,ANOTHER,11,NOTES
7th style,Burning Heat! (Full Option Mix),NORMAL,4,PEAK
7th style,Burning Heat! (Full Option Mix),HYPER,5,PEAK
7th style,Burning Heat! (Full Option Mix),ANOTHER,9,PEAK
7th style,Burning Heat! (Full Option Mix),LEGGENDARIA,10,PEAK
RESIDENT,C-C-C-N-N-N,NORMAL,5,SCRATCH
RESIDENT,C-C-C-N-N-N,HYPER,9,SCRATCH
RESIDENT,C-C-C-N-N-N,ANOTHER,11,CHORD
EPOLIS,CADENZA,NORMAL,7,NOTES
EPOLIS,CADENZA,HYPER,10,NOTES
EPOLIS,CADENZA,ANOTHER,12,NOTES
INFINITAS,CALDERA,NORMAL,6,
INFINITAS,CALDERA,HYPER,9,
INFINITAS,CALDERA,ANOTHER,12,SCRATCH
Lincle,CALL,NORMAL,2,PEAK
Lincle,CALL,HYPER,8,PEAK
Lincle,CALL,ANOTHER,8,NOTES
Lincle,CALL,LEGGENDARIA,11,CHARGE
HEROIC VERSE,Calvados Queen,NORMAL,5,PEAK
HEROIC VERSE,Calvados Queen,HYPER,8,NOTES
HEROIC VERSE,Calvados Queen,ANOTHER,10,CHORD
3rd style,CAN'T STOP FALLIN'IN LOVE,NORMAL,4,PEAK
3rd style,CAN'T STOP FALLIN'IN LOVE,HYPER,7,NOTES
GOLD,Candy Galy,NORMAL,6,NOTES
GOLD,Candy Galy,HYPER,8,
GOLD,Candy Galy,ANOTHER,12,NOTES
GOLD,CaptivAte～誓い～,NORMAL,6,NOTES
GOLD,CaptivAte～誓い～,HYPER,9,PEAK
GOLD,CaptivAte～誓い～,ANOTHER,11,PEAK
HAPPY SKY,CaptivAte～浄化～,NORMAL,5,PEAK
HAPPY SKY,CaptivAte～浄化～,HYPER,9,PEAK
HAPPY SKY,CaptivAte～浄化～,ANOTHER,11,CHORD
GOLD,CaptivAte～裁き～,NORMAL,5,PEAK
GOLD,CaptivAte～裁き～,HYPER,9,PEAK
GOLD,CaptivAte～裁き～,ANOTHER,11,CHORD
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),NORMAL,5,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),HYPER,8,PEAK
SIRIUS,CaptivAte～裁き～(SUBLIME TECHNO MIX),ANOTHER,10,PEAK
EMPRESS,CaptivAte2～覚醒～,NORMAL,5,PEAK
EMPRESS,CaptivAte2～覚醒～,HYPER,9,PEAK
EMPRESS,CaptivAte2～覚醒～,ANOTHER,11,PEAK
EMPRESS,CaptivAte2～覚醒～,LEGGENDARIA,12,PEAK
Rootage,Carmina,NORMAL,6,PEAK
Rootage,Carmina,HYPER,10,NOTES
Rootage,Carmina,ANOTHER,12,NOTES
INFINITAS,CARNIVOROUS,NORMAL,5,
INFINITAS,CARNIVOROUS,HYPER,8,NOTES
INFINITAS,CARNIVOROUS,ANOTHER,11,NOTES
Rootage,Carry Me Away,NORMAL,6,
Rootage,Carry Me Away,HYPER,9,NOTES
Rootage,Carry Me Away,ANOTHER,12,NOTES
Lincle,Castle on the Moon,NORMAL,4,
Lincle,Castle on the Moon,HYPER,9,NOTES
Lincle,Castle on the Moon,ANOTHER,11,NOTES
HAPPY SKY,Catch Me,NORMAL,4,PEAK
HAPPY SKY,Catch Me,HYPER,9,SCRATCH
HAPPY SKY,Catch Me,ANOTHER,10,SCRATCH
Rootage,Catch Our Fire!,NORMAL,6,NOTES
Rootage,Catch Our Fire!,HYPER,10,NOTES
Rootage,Catch Our Fire!,ANOTHER,12,NOTES
SINOBUZ,Caterpillar,NORMAL,6,PEAK
SINOBUZ,Caterpillar,HYPER,10,SCRATCH
SINOBUZ,Caterpillar,ANOTHER,12,SCRATCH
8th style,CELEBRATE NITE,NORMAL,5,NOTES
8th style,CELEBRATE NITE,HYPER,7,NOTES
8th style,CELEBRATE NITE,ANOTHER,8,NOTES
8th style,CELEBRATE NITE,LEGGENDARIA,10,NOTES
copula,Central Station,NORMAL,4,PEAK
copula,Central Station,HYPER,8,NOTES
copula,Central Station,ANOTHER,10,NOTES
PENDUAL,Chain of pain,NORMAL,7,PEAK
PENDUAL,Chain of pain,HYPER,9,PEAK
PENDUAL,Chain of pain,ANOTHER,11,PEAK
Lincle,Change the World,NORMAL,6,PEAK
Lincle,Change the World,HYPER,9,NOTES
Lincle,Change the World,ANOTHER,11,CHORD
HEROIC VERSE,Change Yourself,NORMAL,5,PEAK
HEROIC VERSE,Change Yourself,HYPER,9,PEAK
HEROIC VERSE,Change Yourself,ANOTHER,11,PEAK
copula,chaos eater -IIDX edition-,NORMAL,7,PEAK
copula,chaos eater -IIDX edition-,HYPER,9,NOTES
copula,chaos eater -IIDX edition-,ANOTHER,12,CHORD
Pinky Crush,CHAOTIC SUNBIRD,NORMAL,6,NOTES
Pinky Crush,CHAOTIC SUNBIRD,HYPER,9,PEAK
Pinky Crush,CHAOTIC SUNBIRD,ANOTHER,11,NOTES
RESIDENT,Chaotoxin,NORMAL,5,PEAK
RESIDENT,Chaotoxin,HYPER,9,PEAK
RESIDENT,Chaotoxin,ANOTHER,12,NOTES
CANNON BALLERS,ChaserXX,NORMAL,6,NOTES
CANNON BALLERS,ChaserXX,HYPER,9,NOTES
CANNON BALLERS,ChaserXX,ANOTHER,11,NOTES
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,NORMAL,5,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,HYPER,7,PEAK
Pinky Crush,Chasing After YOU ～夢の欠片～ ft. 小林マナ,ANOTHER,10,PEAK
4th style,CHECKING YOU OUT,NORMAL,7,SCRATCH
4th style,CHECKING YOU OUT,HYPER,11,SCRATCH
4th style,CHECKING YOU OUT,ANOTHER,11,SCRATCH
EPOLIS,Chemical Colours,NORMAL,5,SCRATCH
EPOLIS,Chemical Colours,HYPER,9,NOTES
EPOLIS,Chemical Colours,ANOTHER,11,NOTES
CANNON BALLERS,Chemical Cookie,NORMAL,5,NOTES
CANNON BALLERS,Chemical Cookie,HYPER,8,NOTES
CANNON BALLERS,Chemical Cookie,ANOTHER,11,NOTES
BISTROVER,Chewingood!!!,NORMAL,4,PEAK
BISTROVER,Chewingood!!!,HYPER,7,PEAK
BISTROVER,Chewingood!!!,ANOTHER,10,CHORD
SIRIUS,Chocolate Dancing,NORMAL,3,
SIRIUS,Chocolate Dancing,HYPER,6,NOTES
SIRIUS,Chocolate Dancing,ANOTHER,8,NOTES
INFINITAS,CHOCOLATE PHILOSOPHY,NORMAL,4,
INFINITAS,CHOCOLATE PHILOSOPHY,HYPER,7,PEAK
INFINITAS,CHOCOLATE PHILOSOPHY,ANOTHER,10,CHARGE
INFINITAS,Chocolate Planet,NORMAL,4,
INFINITAS,Chocolate Planet,HYPER,8,NOTES
INFINITAS,Chocolate Planet,ANOTHER,10,CHORD
INFINITAS,Chocolate Planet,LEGGENDARIA,11,CHARGE
PENDUAL,chrono diver -fragment-,NORMAL,3,PEAK
PENDUAL,chrono diver -fragment-,HYPER,6,
PENDUAL,chrono diver -fragment-,ANOTHER,9,CHORD
PENDUAL,chrono diver -fragment-,LEGGENDARIA,10,CHORD
PENDUAL,CHRONO DIVER -NORNIR-,NORMAL,5,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,HYPER,9,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,ANOTHER,11,NOTES
PENDUAL,CHRONO DIVER -NORNIR-,LEGGENDARIA,12,NOTES/CHORD
PENDUAL,Chrono Diver -PENDULUMs-,NORMAL,7,PEAK
PENDUAL,Chrono Diver -PENDULUMs-,HYPER,11,NOTES
PENDUAL,Chrono Diver -PENDULUMs-,ANOTHER,12,NOTES
PENDUAL,Chronos,NORMAL,5,PEAK
PENDUAL,Chronos,HYPER,9,PEAK
PENDUAL,Chronos,ANOTHER,11,CHARGE
INFINITAS,Chronoxia,NORMAL,6,NOTES
INFINITAS,Chronoxia,HYPER,10,
INFINITAS,Chronoxia,ANOTHER,12,NOTES
PENDUAL,cinder,NORMAL,5,NOTES
PENDUAL,cinder,HYPER,9,PEAK
PENDUAL,cinder,ANOTHER,12,CHORD
CANNON BALLERS,City Never Sleeps (IIDX Edition),NORMAL,7,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),HYPER,9,PEAK
CANNON BALLERS,City Never Sleeps (IIDX Edition),ANOTHER,11,CHORD
SPADA,Claiomh Solais,NORMAL,2,PEAK
SPADA,Claiomh Solais,HYPER,8,NOTES
SPADA,Claiomh Solais,ANOTHER,10,CHORD
SPADA,Cleopatrysm,NORMAL,4,PEAK
SPADA,Cleopatrysm,HYPER,9,SCRATCH
SPADA,Cleopatrysm,ANOTHER,11,PEAK
4th style,Clione,NORMAL,3,PEAK
4th style,Clione,HYPER,4,PEAK
4th style,Clione,ANOTHER,9,PEAK
4th style,Clione,LEGGENDARIA,11,CHARGE
INFINITAS,Clione (Ryu☆ Remix),NORMAL,5,
INFINITAS,Clione (Ryu☆ Remix),HYPER,8,PEAK
INFINITAS,Clione (Ryu☆ Remix),ANOTHER,10,CHARGE
IIDX RED,Close my Eyes for Me,NORMAL,5,SCRATCH
IIDX RED,Close my Eyes for Me,HYPER,8,
IIDX RED,Close my Eyes for Me,ANOTHER,11,SCRATCH
SPADA,Close the World feat.a☆ru,NORMAL,5,PEAK
SPADA,Close the World feat.a☆ru,HYPER,9,PEAK
SPADA,Close the World feat.a☆ru,ANOTHER,12,NOTES
SPADA,Close the World feat.a☆ru,LEGGENDARIA,12,NOTES
7th style,CLOUDY MUSIC,NORMAL,5,PEAK
7th style,CLOUDY MUSIC,HYPER,8,PEAK
Rootage,CODE:0,NORMAL,6,NOTES
Rootage,CODE:0,HYPER,10,PEAK
Rootage,CODE:0,ANOTHER,11,NOTES
copula,CODE:1 [revision1.0.1],NORMAL,5,NOTES
copula,CODE:1 [revision1.0.1],HYPER,9,NOTES
copula,CODE:1 [revision1.0.1],ANOTHER,12,PEAK
INFINITAS,Cold Moon,NORMAL,6,
INFINITAS,Cold Moon,HYPER,9,NOTES
INFINITAS,Cold Moon,ANOTHER,11,CHORD
EMPRESS,Colorful Cookie,NORMAL,7,NOTES
EMPRESS,Colorful Cookie,HYPER,10,CHORD
EMPRESS,Colorful Cookie,ANOTHER,12,CHORD
6th style,Colors (radio edit),NORMAL,6,NOTES
6th style,Colors (radio edit),HYPER,10,PEAK
6th style,Colors (radio edit),ANOTHER,12,PEAK
8th style,Colors -Y&Co. Eurobeat Remix-,NORMAL,6,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,HYPER,10,NOTES
8th style,Colors -Y&Co. Eurobeat Remix-,ANOTHER,10,NOTES
PENDUAL,COLOSSEUM,NORMAL,4,NOTES
PENDUAL,COLOSSEUM,HYPER,8,PEAK
PENDUAL,COLOSSEUM,ANOTHER,10,CHORD
Rootage,CoMAAAAAAA,NORMAL,6,NOTES
Rootage,CoMAAAAAAA,HYPER,10,CHORD
Rootage,CoMAAAAAAA,ANOTHER,10,CHORD
tricoro,CONCEPTUAL,NORMAL,5,NOTES
tricoro,CONCEPTUAL,HYPER,8,NOTES
tricoro,CONCEPTUAL,ANOTHER,11,NOTES
DistorteD,Concertino in Blue,NORMAL,5,SOF-LAN
DistorteD,Concertino in Blue,HYPER,10,SOF-LAN
DistorteD,Concertino in Blue,ANOTHER,12,SOF-LAN
INFINITAS,concon,NORMAL,5,
INFINITAS,concon,HYPER,8,PEAK
INFINITAS,concon,ANOTHER,10,PEAK
INFINITAS,concon,LEGGENDARIA,12,NOTES
tricoro,Confiserie,NORMAL,5,NOTES
tricoro,Confiserie,HYPER,10,NOTES
tricoro,Confiserie,ANOTHER,12,NOTES
BISTROVER,CONNECT-,NORMAL,5,PEAK
BISTROVER,CONNECT-,HYPER,9,NOTES
BISTROVER,CONNECT-,ANOTHER,11,NOTES
tricoro,connective,NORMAL,2,PEAK
tricoro,connective,HYPER,6,
tricoro,connective,ANOTHER,8,NOTES
DistorteD,CONTRACT,NORMAL,7,PEAK
DistorteD,CONTRACT,HYPER,10,NOTES
DistorteD,CONTRACT,ANOTHER,12,PEAK
DistorteD,CONTRACT,LEGGENDARIA,12,PEAK
tricoro,Cookie Bouquets,NORMAL,7,NOTES
tricoro,Cookie Bouquets,HYPER,10,CHORD
tricoro,Cookie Bouquets,ANOTHER,11,CHORD
PENDUAL,Cosmic Cat,NORMAL,6,PEAK
PENDUAL,Cosmic Cat,HYPER,8,PEAK
PENDUAL,Cosmic Cat,ANOTHER,10,CHORD
PENDUAL,Cosmic Cat,LEGGENDARIA,12,CHORD
Rootage,COSMIC CYBER,NORMAL,6,
Rootage,COSMIC CYBER,HYPER,9,NOTES
Rootage,COSMIC CYBER,ANOTHER,11,NOTES
BISTROVER,COSMIC RAY,NORMAL,7,PEAK
BISTROVER,COSMIC RAY,HYPER,10,NOTES
BISTROVER,COSMIC RAY,ANOTHER,12,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,NORMAL,5,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,HYPER,7,NOTES
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,ANOTHER,9,CHORD
INFINITAS,Cosy Catastrophe,NORMAL,5,PEAK
INFINITAS,Cosy Catastrophe,HYPER,10,SCRATCH
INFINITAS,Cosy Catastrophe,ANOTHER,12,SCRATCH
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,NORMAL,4,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,HYPER,7,NOTES
EPOLIS,COUNTING SHEEP ft. Kanae Asaba,ANOTHER,10,CHORD
9th style,Cradle,NORMAL,6,PEAK
9th style,Cradle,HYPER,10,PEAK
Rootage,Cranberry City ft. Luschel,NORMAL,5,NOTES
Rootage,Cranberry City ft. Luschel,HYPER,8,NOTES
Rootage,Cranberry City ft. Luschel,ANOTHER,10,NOTES
HEROIC VERSE,Crank It,NORMAL,4,NOTES
HEROIC VERSE,Crank It,HYPER,7,NOTES
HEROIC VERSE,Crank It,ANOTHER,9,CHORD
BISTROVER,Crazy Jackpot,NORMAL,5,NOTES
BISTROVER,Crazy Jackpot,HYPER,9,NOTES
BISTROVER,Crazy Jackpot,ANOTHER,11,NOTES
SINOBUZ,crew,NORMAL,4,PEAK
SINOBUZ,crew,HYPER,9,CHORD
SINOBUZ,crew,ANOTHER,11,NOTES
SPADA,Critical Crystal,NORMAL,6,PEAK
SPADA,Critical Crystal,HYPER,9,PEAK
SPADA,Critical Crystal,ANOTHER,11,PEAK
INFINITAS,Cross Fire,NORMAL,6,PEAK
INFINITAS,Cross Fire,HYPER,10,NOTES
INFINITAS,Cross Fire,ANOTHER,12,NOTES
GOLD,CROSSROAD ～Left Story～,NORMAL,6,NOTES
GOLD,CROSSROAD ～Left Story～,HYPER,8,NOTES
GOLD,CROSSROAD ～Left Story～,ANOTHER,10,CHORD
RESIDENT,CUE CUE RESCUE,NORMAL,5,NOTES
RESIDENT,CUE CUE RESCUE,HYPER,8,NOTES
RESIDENT,CUE CUE RESCUE,ANOTHER,10,NOTES
EPOLIS,Cult Invitation,NORMAL,6,CHORD
EPOLIS,Cult Invitation,HYPER,10,
EPOLIS,Cult Invitation,ANOTHER,12,SCRATCH
GOLD,Cyber Force,NORMAL,6,NOTES
GOLD,Cyber Force,HYPER,8,NOTES
GOLD,Cyber Force,ANOTHER,8,NOTES
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,NORMAL,6,SCRATCH
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,HYPER,9,PEAK
EMPRESS,Cyber Force -DJ Yoshitaka Remix-,ANOTHER,10,PEAK
SINOBUZ,Cyber True Color,NORMAL,5,SCRATCH
SINOBUZ,Cyber True Color,HYPER,9,PEAK
SINOBUZ,Cyber True Color,ANOTHER,11,PEAK
INFINITAS,CyberConnect,NORMAL,4,
INFINITAS,CyberConnect,HYPER,7,PEAK
INFINITAS,CyberConnect,ANOTHER,10,NOTES
SIRIUS,D,NORMAL,6,SOF-LAN
SIRIUS,D,HYPER,10,SOF-LAN
SIRIUS,D,ANOTHER,11,SOF-LAN
IIDX RED,D.A.N.C.E.!,NORMAL,3,SCRATCH
IIDX RED,D.A.N.C.E.!,HYPER,5,SCRATCH
IIDX RED,D.A.N.C.E.!,ANOTHER,8,PEAK
DistorteD,D.C.fish,NORMAL,5,NOTES
DistorteD,D.C.fish,HYPER,8,PEAK
DistorteD,D.C.fish,ANOTHER,11,PEAK
7th style,D2R,NORMAL,5,SCRATCH
7th style,D2R,HYPER,6,NOTES
EPOLIS,Dahlia,NORMAL,6,PEAK
EPOLIS,Dahlia,HYPER,10,
EPOLIS,Dahlia,ANOTHER,12,PEAK
copula,Daily Lunch Special,NORMAL,6,NOTES
copula,Daily Lunch Special,HYPER,9,NOTES
copula,Daily Lunch Special,ANOTHER,11,CHARGE
copula,Damage Per Second,NORMAL,4,NOTES
copula,Damage Per Second,HYPER,7,NOTES
copula,Damage Per Second,ANOTHER,10,CHORD
copula,Damage Per Second,LEGGENDARIA,11,CHORD
8th style,DANCER,NORMAL,4,NOTES
8th style,DANCER,HYPER,5,
8th style,DANCER,ANOTHER,8,PEAK
Resort Anthem,Dances with Snow Fairies,NORMAL,7,NOTES
Resort Anthem,Dances with Snow Fairies,HYPER,10,NOTES
Resort Anthem,Dances with Snow Fairies,ANOTHER,12,NOTES
2nd style,Dancin' Into The Night,NORMAL,2,
2nd style,Dancin' Into The Night,HYPER,3,PEAK
HEROIC VERSE,Dans la nuit de l'eternite,NORMAL,7,NOTES
HEROIC VERSE,Dans la nuit de l'eternite,HYPER,10,PEAK
HEROIC VERSE,Dans la nuit de l'eternite,ANOTHER,12,CHORD
BISTROVER,Danza Aestas,NORMAL,5,NOTES
BISTROVER,Danza Aestas,HYPER,8,NOTES
BISTROVER,Danza Aestas,ANOTHER,11,NOTES
SPADA,DARK LEGACY,NORMAL,7,PEAK
SPADA,DARK LEGACY,HYPER,9,CHORD
SPADA,DARK LEGACY,ANOTHER,12,CHORD
DJ TROOPERS,Darling my LUV,NORMAL,5,PEAK
DJ TROOPERS,Darling my LUV,HYPER,7,PEAK
Rootage,dAuntl3ss,NORMAL,6,NOTES
Rootage,dAuntl3ss,HYPER,10,PEAK
Rootage,dAuntl3ss,ANOTHER,12,NOTES
BISTROVER,Dawn Saga,NORMAL,5,NOTES
BISTROVER,Dawn Saga,HYPER,9,NOTES
BISTROVER,Dawn Saga,ANOTHER,12,PEAK
tricoro,DAY DREAM,NORMAL,6,SOF-LAN
tricoro,DAY DREAM,HYPER,10,SOF-LAN
tricoro,DAY DREAM,ANOTHER,12,SOF-LAN
EPOLIS,DAZZLE ATTACK,NORMAL,5,NOTES
EPOLIS,DAZZLE ATTACK,HYPER,8,NOTES
EPOLIS,DAZZLE ATTACK,ANOTHER,11,CHORD
DJ TROOPERS,Dazzlin' Darlin,NORMAL,5,PEAK
DJ TROOPERS,Dazzlin' Darlin,HYPER,7,PEAK
DJ TROOPERS,Dazzlin' Darlin,ANOTHER,11,CHORD
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,NORMAL,5,PEAK
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,HYPER,8,PEAK
SIRIUS,Dazzlin' Darlin-秋葉工房mix-,ANOTHER,11,PEAK
CANNON BALLERS,DEADHEAT,NORMAL,7,SCRATCH
CANNON BALLERS,DEADHEAT,HYPER,10,NOTES
CANNON BALLERS,DEADHEAT,ANOTHER,12,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,NORMAL,7,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,HYPER,10,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,ANOTHER,12,NOTES
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,LEGGENDARIA,12,NOTES/CHORD
10th style,Debtty Daddy,NORMAL,5,PEAK
10th style,Debtty Daddy,HYPER,8,NOTES
10th style,Debtty Daddy,ANOTHER,11,NOTES
tricoro,Deceive Your Insight,NORMAL,5,NOTES
tricoro,Deceive Your Insight,HYPER,9,NOTES
tricoro,Deceive Your Insight,ANOTHER,11,NOTES
1st&substream,deep in you,NORMAL,3,PEAK
1st&substream,deep in you,HYPER,4,PEAK
1st&substream,deep in you,ANOTHER,7,PEAK
DistorteD,DEEP ROAR,NORMAL,5,NOTES
DistorteD,DEEP ROAR,HYPER,7,
DistorteD,DEEP ROAR,ANOTHER,9,PEAK
EPOLIS,Deep Sea Mystery,NORMAL,6,PEAK
EPOLIS,Deep Sea Mystery,HYPER,9,PEAK
EPOLIS,Deep Sea Mystery,ANOTHER,11,CHARGE
EPOLIS,Demon March,NORMAL,6,PEAK
EPOLIS,Demon March,HYPER,10,NOTES
EPOLIS,Demon March,ANOTHER,12,NOTES
BISTROVER,DENIM,NORMAL,4,NOTES
BISTROVER,DENIM,HYPER,10,NOTES
BISTROVER,DENIM,ANOTHER,11,PEAK
SIRIUS,DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-,NORMAL,6,NOTES
SIRIUS,DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-,HYPER,7,
SIRIUS,DENJIN AKATSUKINI TAORERU -SF PureAnalogSynth Mix-,ANOTHER,10,NOTES
SIRIUS,DESIRE,NORMAL,5,NOTES
SIRIUS,DESIRE,HYPER,8,NOTES
SIRIUS,DESIRE,ANOTHER,10,NOTES
10th style,desolation,NORMAL,3,PEAK
10th style,desolation,HYPER,4,PEAK
PENDUAL,Despair of ELFERIA,NORMAL,7,NOTES
PENDUAL,Despair of ELFERIA,HYPER,10,CHORD
PENDUAL,Despair of ELFERIA,ANOTHER,12,CHORD
Pinky Crush,destination,NORMAL,5,PEAK
Pinky Crush,destination,HYPER,10,
